player_id,register_date,days_since_register,last_login_days_ago,segment,is_payer,total_payment,avg_session_minutes,restaurant_level,collection_progress,vip_preference_score,event_sensitivity,churn_risk_score
P08094,2025-05-14,307,1,high_value_payers,True,409.81,36.7,40,0.982,0.928,0.648,0.081
P08095,2025-10-06,162,31,churn_risk_players,False,0.0,9.4,18,0.426,0.447,0.611,0.891
P08096,2026-02-17,28,2,active_non_payers,False,0.0,75.9,20,0.716,0.304,0.667,0.14
P08097,2025-04-05,346,20,churn_risk_players,False,0.0,18.1,13,0.301,0.154,0.732,0.914
P08098,2025-08-23,206,24,churn_risk_players,False,0.0,22.2,9,0.292,0.202,0.844,0.959
P08099,2025-03-28,354,9,churn_risk_players,False,0.0,10.8,12,0.553,0.15,0.631,0.955
P08100,2025-09-25,173,33,churn_risk_players,False,0.0,6.8,6,0.389,0.298,0.731,0.946
P08101,2025-02-25,385,2,high_value_payers,True,139.23,77.7,41,0.903,0.945,0.499,0.071
P08102,2025-11-11,126,1,active_non_payers,False,0.0,35.1,30,0.773,0.197,0.688,0.079
P08103,2025-06-26,264,7,returning_players,False,0.0,36.3,18,0.452,0.328,0.959,0.464
P08104,2025-05-18,303,35,churn_risk_players,True,21.13,22.1,5,0.297,0.416,0.829,0.887
P08105,2026-01-30,46,18,churn_risk_players,False,0.0,10.9,6,0.336,0.142,0.569,0.894
P08106,2026-02-06,39,0,active_non_payers,False,0.0,71.0,20,0.678,0.174,0.607,0.101
P08107,2025-12-31,76,0,active_non_payers,False,0.0,74.4,14,0.83,0.341,0.543,0.128
P08108,2025-04-02,349,2,returning_players,False,0.0,36.8,18,0.541,0.395,0.959,0.54
P08109,2025-05-29,292,10,returning_players,False,0.0,26.7,19,0.555,0.289,0.897,0.369
P08110,2025-05-28,293,3,returning_players,False,0.0,45.9,23,0.576,0.682,0.826,0.474
P08111,2026-02-11,34,1,active_non_payers,False,0.0,77.0,17,0.882,0.286,0.65,0.11
P08112,2026-03-03,14,1,new_players,True,1.73,18.3,3,0.103,0.147,0.521,0.355
P08113,2025-06-08,282,2,returning_players,False,0.0,35.1,17,0.757,0.418,0.969,0.316
P08114,2025-12-20,87,0,active_non_payers,False,0.0,76.9,28,0.687,0.405,0.63,0.2
P08115,2026-03-09,8,3,new_players,False,0.0,13.7,4,0.075,0.195,0.558,0.384
P08116,2025-06-18,272,1,high_value_payers,True,293.0,72.3,29,0.896,0.914,0.514,0.106
P08117,2025-09-24,174,37,churn_risk_players,False,0.0,5.9,14,0.289,0.213,0.8,0.864
P08118,2025-04-25,326,37,churn_risk_players,False,0.0,20.3,13,0.467,0.367,0.858,0.958
P08119,2026-03-07,10,3,new_players,False,0.0,17.5,2,0.083,0.194,0.396,0.381
P08120,2025-05-10,311,0,high_value_payers,True,174.15,72.9,41,0.927,0.964,0.496,0.035
P08121,2025-11-27,110,0,active_non_payers,False,0.0,89.5,33,0.857,0.346,0.541,0.17
P08122,2025-08-19,210,0,active_non_payers,False,0.0,77.8,13,0.711,0.206,0.673,0.144
P08123,2025-04-22,329,45,churn_risk_players,False,0.0,15.2,7,0.206,0.318,0.829,0.879
P08124,2025-12-15,92,20,churn_risk_players,False,0.0,8.9,13,0.36,0.368,0.836,0.953
P08125,2026-03-09,8,3,new_players,False,0.0,12.2,5,0.101,0.108,0.547,0.221
P08126,2026-03-03,14,4,new_players,False,0.0,14.5,2,0.09,0.224,0.473,0.368
P08127,2026-03-14,3,2,new_players,False,0.0,15.0,2,0.142,0.334,0.618,0.389
P08128,2025-07-22,238,2,active_non_payers,False,0.0,71.2,28,0.672,0.234,0.792,0.195
P08129,2025-05-02,319,20,churn_risk_players,False,0.0,11.9,17,0.424,0.159,0.795,0.906
P08130,2025-03-26,356,27,churn_risk_players,False,0.0,15.8,11,0.402,0.18,0.907,0.939
P08131,2026-03-15,2,2,new_players,False,0.0,16.0,3,0.085,0.159,0.426,0.41
P08132,2025-06-12,278,20,churn_risk_players,False,0.0,15.5,13,0.369,0.133,0.821,0.958
P08133,2026-03-06,11,1,new_players,False,0.0,15.4,2,0.073,0.13,0.416,0.2
P08134,2025-12-31,76,42,churn_risk_players,False,0.0,7.2,8,0.408,0.157,0.695,0.982
P08135,2026-01-04,72,1,active_non_payers,False,0.0,79.6,32,0.653,0.195,0.616,0.133
P08136,2025-12-01,106,1,active_non_payers,False,0.0,90.0,32,0.711,0.178,0.688,0.085
P08137,2025-06-30,260,4,returning_players,True,5.74,33.2,15,0.611,0.443,0.961,0.45
P08138,2025-08-18,211,18,churn_risk_players,False,0.0,6.8,14,0.23,0.41,0.849,0.986
P08139,2025-01-29,412,0,high_value_payers,True,119.82,63.4,34,0.937,0.959,0.439,0.071
P08140,2025-10-19,149,2,active_non_payers,False,0.0,54.4,25,0.929,0.329,0.71,0.158
P08141,2025-07-04,256,34,churn_risk_players,False,0.0,15.5,7,0.213,0.126,0.703,0.943
P08142,2026-03-08,9,3,new_players,False,0.0,14.9,3,0.068,0.197,0.535,0.512
P08143,2025-07-13,247,4,returning_players,False,0.0,41.8,12,0.542,0.401,0.805,0.38
P08144,2026-03-06,11,4,new_players,False,0.0,13.8,1,0.058,0.114,0.493,0.39
P08145,2025-06-07,283,34,churn_risk_players,False,0.0,15.3,11,0.208,0.293,0.8,0.935
P08146,2025-09-08,190,40,churn_risk_players,False,0.0,11.9,17,0.39,0.167,0.672,0.961
P08147,2026-01-15,61,1,active_non_payers,False,0.0,62.5,16,0.572,0.296,0.608,0.134
P08148,2025-08-15,214,3,active_non_payers,False,0.0,73.4,32,0.908,0.307,0.672,0.175
P08149,2025-11-24,113,44,churn_risk_players,False,0.0,14.0,13,0.288,0.228,0.777,0.98
P08150,2025-09-26,172,6,returning_players,True,37.74,25.2,21,0.77,0.339,0.824,0.265
P08151,2025-07-06,254,10,returning_players,False,0.0,31.1,18,0.71,0.427,0.825,0.313
P08152,2025-11-24,113,11,returning_players,True,26.84,52.3,26,0.645,0.273,0.896,0.479
P08153,2026-03-14,3,3,new_players,False,0.0,18.5,2,0.056,0.273,0.51,0.482
P08154,2025-08-21,208,31,churn_risk_players,False,0.0,7.7,15,0.365,0.213,0.862,0.961
P08155,2025-07-06,254,3,returning_players,False,0.0,20.4,21,0.473,0.589,0.872,0.336
P08156,2025-04-28,323,9,returning_players,False,0.0,42.6,17,0.708,0.492,0.87,0.267
P08157,2026-03-13,4,0,new_players,False,0.0,10.4,3,0.088,0.227,0.482,0.271
P08158,2026-01-10,66,0,active_non_payers,False,0.0,83.1,30,0.717,0.219,0.633,0.14
P08159,2025-11-24,113,1,active_non_payers,False,0.0,74.9,20,0.755,0.182,0.732,0.118
P08160,2026-03-09,8,2,new_players,False,0.0,16.4,2,0.077,0.161,0.461,0.425
P08161,2025-11-09,128,0,active_non_payers,False,0.0,66.9,28,0.642,0.218,0.622,0.097
P08162,2025-11-19,118,1,high_value_payers,True,173.88,81.6,48,0.961,0.943,0.493,0.08
P08163,2025-02-08,402,0,high_value_payers,True,81.26,63.4,39,0.896,0.955,0.57,0.058
P08164,2025-08-30,199,0,active_non_payers,False,0.0,62.7,21,0.696,0.318,0.612,0.169
P08165,2025-03-21,361,26,churn_risk_players,False,0.0,10.9,14,0.415,0.329,0.7,0.981
P08166,2026-03-05,12,0,new_players,True,14.5,18.0,3,0.083,0.141,0.449,0.522
P08167,2026-03-03,14,3,new_players,False,0.0,19.5,6,0.111,0.097,0.37,0.433
P08168,2025-09-24,174,29,churn_risk_players,False,0.0,18.3,13,0.4,0.295,0.623,0.869
P08169,2025-03-11,371,37,churn_risk_players,False,0.0,9.3,9,0.213,0.319,0.788,0.951
P08170,2026-03-04,13,4,new_players,False,0.0,14.7,2,0.05,0.203,0.391,0.348
P08171,2025-09-03,195,3,active_non_payers,False,0.0,55.7,25,0.887,0.248,0.726,0.158
P08172,2025-10-05,163,13,churn_risk_players,False,0.0,12.0,11,0.474,0.399,0.751,0.936
P08173,2025-02-14,396,10,churn_risk_players,False,0.0,18.7,14,0.162,0.257,0.751,0.831
P08174,2026-01-02,74,12,churn_risk_players,False,0.0,13.5,7,0.419,0.268,0.788,0.922
P08175,2025-08-02,227,2,active_non_payers,False,0.0,71.6,31,0.75,0.318,0.75,0.165
P08176,2025-01-20,421,1,high_value_payers,True,125.38,70.4,37,0.939,0.859,0.442,0.039
P08177,2025-09-30,168,2,high_value_payers,True,169.62,46.7,49,0.846,0.931,0.5,0.112
P08178,2025-11-21,116,0,active_non_payers,False,0.0,85.9,27,0.767,0.279,0.793,0.196
P08179,2025-04-02,349,0,high_value_payers,True,247.03,69.4,41,0.932,0.841,0.553,0.057
P08180,2026-03-07,10,2,new_players,False,0.0,24.0,3,0.076,0.115,0.44,0.454
P08181,2025-11-07,130,39,churn_risk_players,False,0.0,6.9,8,0.372,0.274,0.873,0.897
P08182,2025-04-08,343,12,churn_risk_players,False,0.0,16.6,19,0.331,0.175,0.786,0.888
P08183,2025-06-08,282,7,returning_players,False,0.0,46.7,17,0.576,0.573,0.937,0.372
P08184,2025-06-29,261,1,high_value_payers,True,136.94,64.1,32,0.954,0.949,0.451,0.142
P08185,2025-12-08,99,24,churn_risk_players,False,0.0,16.4,11,0.39,0.428,0.791,0.946
P08186,2025-05-05,316,23,churn_risk_players,False,0.0,14.0,8,0.197,0.328,0.722,0.831
P08187,2026-01-08,68,1,active_non_payers,False,0.0,74.4,33,0.63,0.333,0.532,0.128
P08188,2025-11-07,130,15,churn_risk_players,True,9.72,5.9,12,0.493,0.218,0.784,0.86
P08189,2025-09-15,183,1,returning_players,False,0.0,43.8,15,0.442,0.564,0.944,0.274
P08190,2025-10-01,167,7,returning_players,False,0.0,38.6,24,0.474,0.489,0.967,0.31
P08191,2025-04-02,349,8,returning_players,True,25.52,44.9,14,0.714,0.35,0.827,0.404
P08192,2026-03-10,7,0,new_players,False,0.0,18.4,3,0.093,0.199,0.584,0.417
P08193,2025-07-01,259,0,high_value_payers,True,97.59,74.0,46,0.964,0.922,0.676,0.135
P08194,2025-12-02,105,6,returning_players,False,0.0,36.4,23,0.601,0.433,0.908,0.411
P08195,2025-09-12,186,5,returning_players,True,13.92,47.2,18,0.483,0.466,0.893,0.252
P08196,2025-05-11,310,33,churn_risk_players,True,4.93,8.5,6,0.42,0.201,0.642,0.943
P08197,2026-01-02,74,32,churn_risk_players,False,0.0,16.4,16,0.538,0.474,0.861,0.92
P08198,2025-10-06,162,40,churn_risk_players,False,0.0,15.3,16,0.523,0.266,0.814,0.984
P08199,2025-09-20,178,0,active_non_payers,False,0.0,74.7,32,0.789,0.26,0.693,0.111
P08200,2026-01-25,51,1,active_non_payers,False,0.0,65.7,21,0.703,0.32,0.514,0.087
P08201,2025-04-05,346,7,returning_players,False,0.0,32.3,16,0.494,0.345,0.817,0.245
P08202,2025-08-07,222,27,churn_risk_players,False,0.0,9.2,12,0.469,0.146,0.848,0.96
P08203,2025-02-15,395,31,churn_risk_players,False,0.0,14.4,18,0.276,0.22,0.786,0.856
P08204,2025-04-15,336,0,high_value_payers,True,99.09,65.2,45,0.972,0.933,0.427,0.091
P08205,2025-03-07,375,17,churn_risk_players,False,0.0,6.1,20,0.25,0.305,0.796,0.903
P08206,2025-08-30,199,8,churn_risk_players,False,0.0,7.9,7,0.338,0.433,0.89,0.941
P08207,2026-03-05,12,0,new_players,False,0.0,24.1,3,0.055,0.212,0.384,0.251
P08208,2025-05-17,304,2,high_value_payers,True,56.06,60.8,32,0.941,0.939,0.554,0.034
P08209,2025-07-26,234,3,active_non_payers,False,0.0,64.6,33,0.918,0.258,0.795,0.156
P08210,2025-11-18,119,30,churn_risk_players,False,0.0,6.2,18,0.458,0.123,0.844,0.917
P08211,2025-07-28,232,2,returning_players,True,13.59,38.3,14,0.585,0.54,0.897,0.241
P08212,2025-07-12,248,30,churn_risk_players,False,0.0,6.0,13,0.595,0.28,0.798,0.969
P08213,2025-12-17,90,2,returning_players,True,60.7,34.4,22,0.561,0.391,0.817,0.366
P08214,2025-02-26,384,33,churn_risk_players,False,0.0,11.6,15,0.329,0.146,0.791,0.956
P08215,2025-12-30,77,8,returning_players,False,0.0,27.6,19,0.491,0.51,0.827,0.518
P08216,2026-03-08,9,3,new_players,False,0.0,16.9,3,0.095,0.179,0.599,0.402
P08217,2025-12-05,102,8,churn_risk_players,False,0.0,9.9,11,0.382,0.285,0.634,0.91
P08218,2025-11-03,134,0,active_non_payers,False,0.0,62.6,28,0.932,0.233,0.653,0.199
P08219,2026-01-13,63,1,active_non_payers,False,0.0,74.6,24,0.538,0.246,0.706,0.152
P08220,2026-03-10,7,3,new_players,False,0.0,21.8,4,0.076,0.128,0.492,0.353
P08221,2025-07-21,239,40,churn_risk_players,False,0.0,13.7,12,0.225,0.204,0.835,0.924
P08222,2025-12-17,90,2,active_non_payers,False,0.0,83.8,22,0.888,0.273,0.552,0.13
P08223,2025-05-26,295,0,high_value_payers,True,118.72,60.8,46,0.853,0.945,0.729,0.089
P08224,2026-03-05,12,0,new_players,False,0.0,21.5,4,0.09,0.155,0.479,0.346
P08225,2026-03-06,11,1,new_players,False,0.0,17.6,5,0.07,0.219,0.487,0.292
P08226,2025-06-10,280,25,churn_risk_players,True,44.96,16.1,12,0.225,0.216,0.869,0.951
P08227,2025-04-01,350,5,returning_players,True,46.11,30.9,26,0.626,0.409,0.8,0.475
P08228,2025-07-08,252,1,high_value_payers,True,187.75,61.2,43,0.961,0.922,0.677,0.101
P08229,2025-03-23,359,1,high_value_payers,True,76.51,55.7,37,0.993,0.923,0.474,0.038
P08230,2026-01-10,66,1,active_non_payers,False,0.0,47.4,29,0.881,0.394,0.591,0.089
P08231,2026-03-08,9,2,new_players,True,4.37,17.7,2,0.042,0.196,0.58,0.403
P08232,2025-11-27,110,23,churn_risk_players,False,0.0,11.3,12,0.421,0.182,0.833,0.971
P08233,2025-07-06,254,8,churn_risk_players,True,18.15,9.1,12,0.31,0.156,0.832,0.957
P08234,2025-08-28,201,31,churn_risk_players,False,0.0,10.7,13,0.326,0.157,0.825,0.721
P08235,2025-10-18,150,1,high_value_payers,True,177.95,54.5,48,0.932,0.859,0.51,0.076
P08236,2026-03-10,7,2,new_players,False,0.0,18.0,2,0.073,0.113,0.583,0.221
P08237,2025-03-23,359,1,high_value_payers,True,296.66,63.4,49,0.847,0.983,0.445,0.077
P08238,2025-10-01,167,22,churn_risk_players,False,0.0,13.7,11,0.385,0.447,0.607,0.933
P08239,2026-03-12,5,0,new_players,False,0.0,21.9,2,0.057,0.15,0.532,0.388
P08240,2025-03-26,356,6,returning_players,False,0.0,45.5,20,0.492,0.393,0.795,0.494
P08241,2026-03-06,11,0,new_players,False,0.0,13.8,3,0.112,0.1,0.511,0.367
P08242,2026-03-03,14,3,new_players,False,0.0,15.4,2,0.032,0.142,0.577,0.189
P08243,2026-01-08,68,11,returning_players,False,0.0,20.0,18,0.499,0.39,0.91,0.512
P08244,2026-03-13,4,1,new_players,False,0.0,21.3,2,0.082,0.173,0.354,0.382
P08245,2025-08-29,200,5,returning_players,True,8.7,49.3,12,0.747,0.261,0.959,0.403
P08246,2025-08-05,224,2,active_non_payers,False,0.0,85.8,27,0.671,0.3,0.756,0.072
P08247,2025-07-06,254,30,churn_risk_players,False,0.0,12.7,9,0.296,0.176,0.865,0.954
P08248,2025-01-03,438,0,high_value_payers,True,105.07,67.8,49,0.94,0.987,0.519,0.081
P08249,2025-10-03,165,7,returning_players,False,0.0,37.4,20,0.581,0.322,0.951,0.53
P08250,2025-03-21,361,0,high_value_payers,True,229.69,67.7,50,0.894,0.945,0.69,0.051
P08251,2025-10-25,143,1,returning_players,False,0.0,24.7,23,0.608,0.455,0.964,0.249
P08252,2025-04-06,345,2,high_value_payers,True,547.21,78.6,45,0.961,0.943,0.501,0.057
P08253,2025-08-07,222,2,high_value_payers,True,146.76,70.6,50,0.863,0.956,0.623,0.046
P08254,2025-03-30,352,22,churn_risk_players,False,0.0,11.1,16,0.397,0.161,0.676,0.929
P08255,2026-03-07,10,3,new_players,False,0.0,16.5,5,0.052,0.285,0.51,0.416
P08256,2025-10-01,167,8,returning_players,False,0.0,39.1,23,0.746,0.631,0.915,0.282
P08257,2026-03-06,11,4,new_players,True,5.3,17.1,2,0.07,0.264,0.447,0.232
P08258,2026-02-03,42,0,active_non_payers,False,0.0,87.5,30,0.553,0.341,0.621,0.128
P08259,2026-01-05,71,30,churn_risk_players,False,0.0,10.5,10,0.493,0.214,0.797,0.93
P08260,2025-08-24,205,3,active_non_payers,False,0.0,80.2,34,0.818,0.16,0.768,0.152
P08261,2025-09-20,178,41,churn_risk_players,True,12.76,7.2,14,0.202,0.411,0.744,0.923
P08262,2025-08-28,201,1,active_non_payers,False,0.0,65.4,25,0.753,0.182,0.727,0.152
P08263,2025-06-27,263,9,returning_players,True,62.17,38.3,23,0.57,0.524,0.79,0.34
P08264,2025-10-18,150,2,high_value_payers,True,188.28,65.1,46,0.996,0.914,0.64,0.071
P08265,2026-03-06,11,1,new_players,False,0.0,16.6,2,0.063,0.303,0.498,0.485
P08266,2025-01-27,414,1,high_value_payers,True,110.42,54.4,43,0.947,0.916,0.678,0.114
P08267,2025-11-26,111,1,active_non_payers,False,0.0,85.8,21,0.949,0.302,0.705,0.177
P08268,2026-02-20,25,0,active_non_payers,False,0.0,80.7,34,0.776,0.127,0.57,0.206
P08269,2026-01-09,67,0,active_non_payers,False,0.0,73.3,33,0.884,0.203,0.691,0.154
P08270,2026-03-10,7,1,new_players,False,0.0,16.0,2,0.057,0.165,0.496,0.33
P08271,2025-07-25,235,3,active_non_payers,False,0.0,82.1,21,0.459,0.255,0.565,0.121
P08272,2025-10-16,152,38,churn_risk_players,True,48.8,16.3,15,0.28,0.284,0.643,0.961
P08273,2026-01-22,54,3,active_non_payers,False,0.0,77.2,30,0.751,0.245,0.542,0.151
P08274,2025-08-14,215,2,high_value_payers,True,31.75,67.2,45,0.825,0.917,0.586,0.117
P08275,2025-03-11,371,17,churn_risk_players,False,0.0,18.2,12,0.212,0.248,0.818,0.948
P08276,2025-04-24,327,1,returning_players,False,0.0,30.1,13,0.713,0.453,0.812,0.429
P08277,2025-03-26,356,37,churn_risk_players,False,0.0,8.8,19,0.332,0.302,0.694,0.875
P08278,2025-11-19,118,4,returning_players,True,19.83,41.4,20,0.466,0.253,0.94,0.283
P08279,2025-02-08,402,2,high_value_payers,True,111.95,75.5,46,0.92,0.895,0.602,0.054
P08280,2026-03-04,13,0,new_players,False,0.0,13.2,3,0.035,0.156,0.431,0.351
P08281,2025-05-10,311,33,churn_risk_players,False,0.0,18.6,19,0.335,0.348,0.742,0.88
P08282,2025-08-15,214,0,active_non_payers,False,0.0,77.1,28,0.629,0.28,0.621,0.193
P08283,2025-04-26,325,6,returning_players,False,0.0,38.3,21,0.644,0.406,0.96,0.336
P08284,2025-05-10,311,2,high_value_payers,True,140.57,52.0,41,0.975,0.971,0.643,0.048
P08285,2025-11-27,110,12,churn_risk_players,False,0.0,10.6,15,0.398,0.264,0.741,0.938
P08286,2025-05-03,318,30,churn_risk_players,True,41.93,17.6,11,0.54,0.129,0.71,0.925
P08287,2025-04-09,342,11,churn_risk_players,False,0.0,15.7,20,0.505,0.408,0.852,0.941
P08288,2025-06-17,273,0,high_value_payers,True,85.08,50.2,37,0.879,0.934,0.677,0.08
P08289,2025-09-29,169,22,churn_risk_players,False,0.0,6.0,18,0.321,0.29,0.856,0.989
P08290,2025-02-28,382,2,high_value_payers,True,84.17,43.0,45,0.963,0.972,0.583,0.145
P08291,2026-03-13,4,0,new_players,False,0.0,22.9,2,0.031,0.24,0.517,0.347
P08292,2025-11-08,129,3,active_non_payers,False,0.0,53.5,33,0.736,0.129,0.715,0.249
P08293,2025-11-22,115,3,active_non_payers,False,0.0,75.4,33,0.818,0.264,0.751,0.089
P08294,2026-03-03,14,0,new_players,False,0.0,26.1,3,0.112,0.151,0.596,0.28
P08295,2025-08-04,225,12,churn_risk_players,False,0.0,14.2,17,0.272,0.281,0.673,0.956
P08296,2025-11-07,130,1,high_value_payers,True,136.77,64.9,46,0.88,0.941,0.645,0.061
P08297,2025-07-13,247,0,high_value_payers,True,204.12,59.0,49,0.975,0.976,0.584,0.076
P08298,2025-09-20,178,1,active_non_payers,False,0.0,53.9,28,0.796,0.314,0.726,0.186
P08299,2025-11-25,112,3,active_non_payers,False,0.0,90.1,29,0.765,0.295,0.792,0.14
P08300,2026-03-10,7,0,new_players,False,0.0,29.1,1,0.101,0.116,0.584,0.356
P08301,2025-09-06,192,28,churn_risk_players,False,0.0,5.7,17,0.496,0.24,0.678,0.859
P08302,2026-01-27,49,38,churn_risk_players,False,0.0,11.5,14,0.2,0.222,0.699,0.96
P08303,2025-08-28,201,9,churn_risk_players,False,0.0,15.2,11,0.413,0.247,0.747,0.805
P08304,2025-12-16,91,26,churn_risk_players,False,0.0,19.3,16,0.261,0.339,0.8,0.883
P08305,2025-12-13,94,1,active_non_payers,False,0.0,80.4,27,0.865,0.23,0.698,0.193
P08306,2025-09-28,170,1,active_non_payers,False,0.0,81.0,31,0.666,0.41,0.697,0.15
P08307,2026-03-03,14,3,new_players,False,0.0,19.8,3,0.034,0.265,0.455,0.271
P08308,2025-07-23,237,1,active_non_payers,False,0.0,59.4,25,0.759,0.382,0.518,0.199
P08309,2026-03-14,3,3,new_players,False,0.0,10.4,4,0.137,0.281,0.455,0.277
P08310,2025-12-13,94,7,returning_players,False,0.0,31.6,19,0.647,0.345,0.925,0.458
P08311,2025-01-30,411,0,high_value_payers,True,176.94,58.1,36,0.982,0.939,0.688,0.139
P08312,2025-07-26,234,2,active_non_payers,False,0.0,76.5,27,0.561,0.222,0.696,0.126
P08313,2025-07-15,245,4,returning_players,False,0.0,26.7,20,0.395,0.514,0.942,0.345
P08314,2025-10-06,162,0,high_value_payers,True,205.67,81.0,38,0.793,0.927,0.601,0.12
P08315,2024-12-23,449,2,high_value_payers,True,96.37,65.3,47,0.926,0.967,0.645,0.047
P08316,2025-10-28,140,21,churn_risk_players,False,0.0,16.0,12,0.461,0.251,0.757,0.947
P08317,2026-03-06,11,1,new_players,False,0.0,20.9,3,0.079,0.242,0.555,0.409
P08318,2025-07-11,249,26,churn_risk_players,True,4.65,19.5,8,0.194,0.209,0.894,0.805
P08319,2025-05-07,314,7,returning_players,False,0.0,33.7,25,0.671,0.489,0.858,0.459
P08320,2025-09-01,197,20,churn_risk_players,False,0.0,5.9,10,0.414,0.232,0.883,0.92
P08321,2025-10-08,160,15,churn_risk_players,False,0.0,7.6,13,0.317,0.45,0.82,0.908
P08322,2025-07-12,248,1,high_value_payers,True,196.2,56.5,48,0.905,0.96,0.746,0.111
P08323,2025-09-03,195,1,returning_players,False,0.0,27.7,14,0.406,0.474,0.79,0.332
P08324,2025-10-22,146,7,returning_players,False,0.0,49.8,22,0.449,0.355,0.928,0.462
P08325,2026-03-08,9,1,new_players,False,0.0,12.4,3,0.098,0.152,0.406,0.298
P08326,2025-06-30,260,27,churn_risk_players,False,0.0,16.4,10,0.378,0.236,0.765,0.869
P08327,2026-03-10,7,1,new_players,False,0.0,20.2,2,0.038,0.135,0.554,0.463
P08328,2025-04-20,331,2,returning_players,False,0.0,32.2,14,0.773,0.464,0.87,0.45
P08329,2025-05-31,290,10,churn_risk_players,False,0.0,11.8,9,0.422,0.284,0.745,0.937
P08330,2026-03-04,13,0,new_players,False,0.0,19.7,3,0.069,0.118,0.533,0.467
P08331,2026-03-05,12,3,new_players,False,0.0,19.9,4,0.072,0.099,0.618,0.409
P08332,2026-01-07,69,31,churn_risk_players,False,0.0,7.9,8,0.452,0.234,0.645,0.93
P08333,2025-04-10,341,5,returning_players,False,0.0,45.9,21,0.385,0.342,0.963,0.377
P08334,2025-12-07,100,3,active_non_payers,False,0.0,73.9,23,0.623,0.353,0.698,0.095
P08335,2026-03-07,10,1,new_players,False,0.0,16.5,4,0.034,0.19,0.411,0.33
P08336,2026-01-09,67,7,returning_players,False,0.0,39.6,20,0.665,0.554,0.932,0.329
P08337,2025-11-12,125,11,churn_risk_players,False,0.0,5.9,10,0.208,0.343,0.703,0.968
P08338,2026-03-06,11,4,new_players,False,0.0,17.7,4,0.064,0.272,0.576,0.311
P08339,2025-12-23,84,1,returning_players,False,0.0,34.6,17,0.575,0.522,0.798,0.499
P08340,2026-01-04,72,2,active_non_payers,False,0.0,76.3,30,0.736,0.237,0.615,0.118
P08341,2025-11-11,126,37,churn_risk_players,False,0.0,9.2,15,0.303,0.432,0.798,0.978
P08342,2025-08-25,204,0,active_non_payers,False,0.0,74.9,31,0.841,0.173,0.674,0.153
P08343,2025-05-14,307,45,churn_risk_players,True,15.83,10.0,10,0.232,0.345,0.835,0.914
P08344,2025-09-23,175,1,active_non_payers,False,0.0,74.5,24,0.869,0.208,0.712,0.122
P08345,2025-03-01,381,15,churn_risk_players,False,0.0,8.8,8,0.456,0.292,0.835,0.88
P08346,2025-11-10,127,34,churn_risk_players,False,0.0,8.6,17,0.236,0.242,0.755,0.967
P08347,2026-03-14,3,0,new_players,False,0.0,16.6,3,0.09,0.099,0.433,0.375
P08348,2026-01-03,73,1,active_non_payers,False,0.0,84.4,27,0.824,0.293,0.704,0.161
P08349,2026-01-13,63,32,churn_risk_players,False,0.0,7.1,16,0.369,0.231,0.721,0.943
P08350,2025-06-04,286,8,returning_players,True,6.52,32.8,24,0.705,0.614,0.902,0.482
P08351,2025-09-16,182,24,churn_risk_players,False,0.0,7.1,18,0.209,0.29,0.808,0.945
P08352,2025-08-22,207,22,churn_risk_players,False,0.0,17.2,6,0.321,0.272,0.841,0.963
P08353,2026-01-04,72,17,churn_risk_players,False,0.0,7.4,8,0.265,0.38,0.77,0.97
P08354,2026-01-04,72,0,active_non_payers,False,0.0,80.9,24,0.673,0.326,0.678,0.135
P08355,2025-12-15,92,1,active_non_payers,False,0.0,77.8,20,0.834,0.201,0.692,0.155
P08356,2026-03-08,9,1,new_players,False,0.0,20.7,4,0.067,0.185,0.571,0.486
P08357,2025-12-11,96,33,churn_risk_players,False,0.0,6.1,17,0.269,0.313,0.733,0.85
P08358,2025-02-20,390,31,churn_risk_players,False,0.0,6.6,11,0.347,0.384,0.804,0.956
P08359,2025-02-10,400,42,churn_risk_players,False,0.0,10.8,15,0.315,0.362,0.683,0.865
P08360,2026-01-20,56,0,active_non_payers,False,0.0,72.7,19,0.803,0.315,0.681,0.238
P08361,2025-09-10,188,1,active_non_payers,False,0.0,59.4,32,0.796,0.168,0.577,0.122
P08362,2026-01-18,58,0,active_non_payers,False,0.0,85.2,15,0.834,0.176,0.605,0.072
P08363,2026-03-05,12,2,new_players,False,0.0,17.0,3,0.057,0.13,0.44,0.322
P08364,2026-01-12,64,28,churn_risk_players,False,0.0,7.4,9,0.25,0.121,0.749,0.82
P08365,2025-06-03,287,1,high_value_payers,True,182.36,54.2,46,0.812,0.973,0.405,0.052
P08366,2025-01-08,433,0,high_value_payers,True,295.43,72.8,46,0.912,0.983,0.617,0.079
P08367,2025-08-13,216,31,churn_risk_players,False,0.0,10.8,14,0.349,0.201,0.829,0.806
P08368,2025-04-20,331,2,high_value_payers,True,274.78,72.6,47,0.968,0.921,0.513,0.05
P08369,2026-02-04,41,2,active_non_payers,False,0.0,68.2,28,0.675,0.249,0.529,0.097
P08370,2026-03-07,10,3,new_players,False,0.0,21.8,4,0.069,0.17,0.426,0.317
P08371,2025-12-29,78,1,returning_players,True,8.71,26.9,21,0.642,0.497,0.774,0.299
P08372,2025-08-01,228,1,active_non_payers,False,0.0,73.8,10,0.779,0.293,0.7,0.099
P08373,2025-09-07,191,1,high_value_payers,True,131.17,64.5,50,0.898,0.967,0.605,0.074
P08374,2025-12-02,105,3,active_non_payers,False,0.0,58.3,24,0.854,0.223,0.605,0.205
